"Anos","X2009","X2010","X2011","X2012"
"Carregal do Sal",0,0,0,0
"Castro Daire",0,0,0,0
"Mangualde",0,0,0,0
"Nelas",0,0,0,0
"Oliveira de Frades",0,0,0,0
"Penalva do Castelo",0,0,0,0
"Santa Comba Dão",0,0,0,0
"São Pedro do Sul",0,0,0,0
"Sátão",0,0,0,0
"Tondela",0,0,0,0
"Vila Nova de Paiva",0,0,0,0
"Viseu",165,0,399,185
"Vouzela",0,0,0,0
"Castelo Branco",0,0,0,0
"Idanha-a-Nova",0,0,0,0
"Oleiros",0,0,0,0
"Penamacor",0,0,0,0
"Proença-a-Nova",0,0,0,0
"Vila Velha de Ródão",0,0,0,0
"Abrantes",441,172,0,0
"Alcanena",0,0,0,0
"Constância",0,0,0,0
"Entroncamento",0,0,0,0
"Ferreira do Zêzere",0,0,0,0
"Mação",0,0,0,0
"Ourém",0,0,0,0
"Sardoal",0,0,0,0
"Sertã",0,0,0,0
"Tomar",306,136,0,0
"Torres Novas",0,0,0,0
"Vila de Rei",0,0,0,0
"Vila Nova da Barquinha",0,0,0,0
"Almeida",0,0,0,0
"Belmonte",0,0,0,0
"Celorico da Beira",0,0,0,0
"Covilhã",0,0,0,0
"Figueira de Castelo Rodrigo",0,0,0,0
"Fornos de Algodres",0,0,0,0
"Fundão",0,0,0,0
"Gouveia",0,0,0,0
"Guarda",0,0,0,0
"Manteigas",0,0,0,0
"Mêda",0,0,0,0
"Pinhel",0,0,0,0
"Sabugal",0,0,0,0
"Seia",0,0,0,0
"Trancoso",0,0,0,0
"Alcochete",0,0,0,0
"Almada",2662,3527,0,0
"Amadora",3914,1638,0,0
"Barreiro",2572,1072,0,0
"Cascais",5578,2167,0,0
"Lisboa",14254,5315,0,0
"Loures",0,0,0,0
"Mafra",0,0,0,0
"Moita",0,0,0,0
"Montijo",0,0,0,0
"Odivelas",0,0,0,0
"Oeiras",0,0,0,0
"Palmela",0,0,0,0
"Seixal",2248,1068,1156,0
"Sesimbra",0,0,0,0
"Setúbal",1178,438,0,0
"Sintra",2302,733,0,0
"Vila Franca de Xira",1683,716,0,0
"Alcácer do Sal",0,0,0,0
"Grândola",0,0,0,0
"Odemira",0,0,0,0
"Santiago do Cacém",0,0,0,0
"Sines",0,0,0,0
"Aljustrel",0,0,0,0
"Almodôvar",0,0,0,0
"Alvito",0,0,0,0
"Barrancos",0,0,0,0
"Beja",446,281,197,0
"Castro Verde",0,0,0,0
"Cuba",0,0,0,0
"Ferreira do Alentejo",0,0,0,0
"Mértola",0,0,0,0
"Moura",0,0,0,0
"Ourique",0,0,0,0
"Serpa",0,0,0,0
"Vidigueira",0,0,0,0
"Almeirim",0,0,0,0
"Alpiarça",0,0,0,0
"Azambuja",0,0,0,0
"Benavente",0,0,0,0
"Cartaxo",0,0,0,0
"Chamusca",0,0,0,0
"Coruche",0,0,0,0
"Golegã",0,0,0,0
"Rio Maior",0,0,0,0
"Salvaterra de Magos",0,0,0,0
"Santarém",1005,0,0,0
"Alter do Chão",0,0,0,0
"Arronches",0,0,0,0
"Avis",0,0,0,0
"Campo Maior",0,0,0,0
"Castelo de Vide",0,0,0,0
"Crato",0,0,0,0
"Elvas",0,0,0,0
"Fronteira",0,0,0,0
"Gavião",0,0,0,0
"Marvão",0,0,0,0
"Monforte",0,0,0,0
"Nisa",0,0,0,0
"Ponte de Sor",0,0,0,0
"Portalegre",0,0,0,0
"Sousel",0,0,0,0
"Alandroal",0,0,0,0
"Arraiolos",0,0,0,0
"Borba",0,0,0,0
"Estremoz",374,290,0,0
"Évora",1303,966,0,0
"Montemor-o-Novo",0,0,0,0
"Mora",0,0,0,0
"Mourão",0,0,0,0
"Portel",0,0,0,0
"Redondo",0,0,0,0
"Reguengos de Monsaraz",0,0,0,0
"Vendas Novas",0,0,0,0
"Viana do Alentejo",0,0,0,0
"Vila Viçosa",0,54,0,0
"Albufeira",255,246,503,429
"Alcoutim",0,0,0,0
"Aljezur",0,0,0,0
"Castro Marim",0,0,0,0
"Faro",1262,808,1245,1077
"Lagoa",0,0,0,0
"Lagos",227,298,122,83
"Loulé",781,597,566,427
"Monchique",0,0,0,0
"Olhão",375,289,248,334
"Portimão",989,422,237,168
"São Brás de Alportel",0,0,0,0
"Silves",370,238,328,195
"Tavira",139,156,81,74
"Vila do Bispo",0,0,0,0
"Vila Real de Santo António",165,67,33,33
"Vila do Porto",0,0,0,0
"Lagoa [R.A.A.]",0,0,0,0
"Nordeste",0,0,0,0
"Ponta Delgada",0,0,0,0
"Povoação",0,0,0,0
"Ribeira Grande",0,0,0,0
"Vila Franca do Campo",0,0,0,0
"Angra do Heroísmo",0,0,0,0
"Vila da Praia da Vitória",0,0,0,0
"Santa Cruz da Graciosa",0,0,0,0
"Calheta [R.A.A.]",0,0,0,0
"Velas",0,0,0,0
"Lajes do Pico",0,0,0,0
"Madalena",0,0,0,0
"São Roque do Pico",0,0,0,0
"Horta",0,0,0,0
"Lajes das Flores",0,0,0,0
"Santa Cruz das Flores",0,0,0,0
"Corvo",0,0,0,0
"Calheta [R.A.M.]",0,0,0,0
"Câmara de Lobos",0,0,0,0
"Funchal",0,0,0,0
"Machico",0,0,0,0
"Ponta do Sol",0,0,0,0
"Porto Moniz",0,0,0,0
"Ribeira Brava",0,0,0,0
"Santa Cruz",0,0,0,0
"Santana",0,0,0,0
"São Vicente",0,0,0,0
"Porto Santo",0,0,0,0
